RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,Please rank the Star Wars films in order of preference with 1 being your favorite film in the franchise and 6 being your least favorite film.,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Han Solo,Luke Skywalker,Anakin Skywalker,Obi Wan Kenobi,Emporor Palpatine,Darth Vader,Lando Calrissian,Boba Fett,C-3P0,R2 D2,Jar Jar Binks,Padme Amidala,Yoda,Which character shot first?,Gender,Age,Household Income,Education
3288653945,Yes,,,,,,,,,,,,,,,,,,,,,
3288653548,Yes,Yes,1.0,,Somewhat favorably,Somewhat favorably,,Somewhat favorably,,Somewhat favorably,,,Somewhat favorably,Somewhat favorably,,,Somewhat favorably,don't understand,Male,> 60,"$50,000 - $99,999",High school degree
3288653332,No,,,,,,,,,,,,,,,,,,Female,45-60,"$0 - $24,999",High school degree
3288653149,Yes,Yes,3.0,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,Female,18-29,"$150,000+",Some college or Associate degree
3288650455,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Han,Female,45-60,,Graduate degree
3288649171,No,,,,,,,,,,,,,,,,,,Male,30-44,,Bachelor degree
3288647913,Yes,Yes,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,Female,30-44,"$50,000 - $99,999",Some college or Associate degree
3288647623,Yes,No,4.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,Male,45-60,"$150,000+",Graduate degree
3288644592,Yes,Yes,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,Female,18-29,"$0 - $24,999",Some college or Associate degree
3288644163,Yes,Yes,5.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Greedo,Male,30-44,"$50,000 - $99,999",Some college or Associate degree
3288641278,No,,,,,,,,,,,,,,,,,,Male,> 60,"$100,000 - $149,999",Graduate degree
3288639879,No,,,,,,,,,,,,,,,,,,Female,> 60,"$50,000 - $99,999",Graduate degree
3288639732,No,,,,,,,,,,,,,,,,,,,,,
3288639377,Yes,Yes,2.0,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,don't understand,Female,30-44,"$100,000 - $149,999",Graduate degree
3288638640,Yes,,,,,,,,,,,,,,,,,,,,,
3288635451,Yes,No,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very unfavorably,Somewhat unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,Male,> 60,"$25,000 - $49,999",Some college or Associate degree
3288633861,No,,,,,,,,,,,,,,,,,,Female,18-29,"$25,000 - $49,999",Some college or Associate degree
3288629979,Yes,No,3.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,don't understand,Female,45-60,"$50,000 - $99,999",Bachelor degree
3288627180,No,,,,,,,,,,,,,,,,,,Female,30-44,"$25,000 - $49,999",Some college or Associate degree
3288625580,Yes,Yes,3.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Female,45-60,,Some college or Associate degree
3288623870,Yes,Yes,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Unfamiliar (N/A),Very unfavorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Han,Female,45-60,,Graduate degree
3288623420,No,,,,,,,,,,,,,,,,,,Male,> 60,"$50,000 - $99,999",Some college or Associate degree
3288623033,Yes,Yes,5.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),don't understand,Female,45-60,,Bachelor degree
3288620198,Yes,Yes,4.0,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Greedo,Female,30-44,"$25,000 - $49,999",Some college or Associate degree
3288618459,Yes,No,3.0,Unfamiliar (N/A),Very favorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Somewhat unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Unfamiliar (N/A),Very favorably,don't understand,Female,45-60,"$100,000 - $149,999",Graduate degree
3288617343,Yes,,,,,,,,,,,,,,,,,,,,,
3288617091,Yes,No,4.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Very favorably,Greedo,Male,18-29,"$100,000 - $149,999",High school degree
3288614671,Yes,No,5.0,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Unfamiliar (N/A),Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,Female,45-60,"$50,000 - $99,999",Graduate degree
3288614539,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,don't understand,Male,30-44,,Graduate degree
3288614195,Yes,No,2.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),don't understand,Female,18-29,"$25,000 - $49,999",Bachelor degree
3288613051,No,,,,,,,,,,,,,,,,,,Female,18-29,,Some college or Associate degree
3288609566,Yes,No,6.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,don't understand,Female,18-29,"$25,000 - $49,999",Bachelor degree
3288608965,Yes,,,,,,,,,,,,,,,,,,,,,
3288604946,Yes,No,3.0,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,don't understand,Female,45-60,,Some college or Associate degree
3288602883,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,don't understand,Female,> 60,"$25,000 - $49,999",Some college or Associate degree
3288601847,Yes,Yes,5.0,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Han,Male,45-60,"$50,000 - $99,999",Some college or Associate degree
3288601827,No,,,,,,,,,,,,,,,,,,Female,> 60,"$25,000 - $49,999",High school degree
3288599799,Yes,Yes,5.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,Male,> 60,"$25,000 - $49,999",Some college or Associate degree
3288599067,Yes,Yes,4.0,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Female,> 60,"$50,000 - $99,999",Graduate degree
3288593331,No,,,,,,,,,,,,,,,,,,Male,45-60,,Some college or Associate degree
3288590836,No,,,,,,,,,,,,,,,,,,,,,
3288588424,No,,,,,,,,,,,,,,,,,,Female,18-29,"$0 - $24,999",High school degree
3288587373,Yes,Yes,6.0,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,,,,
3288586178,Yes,No,4.0,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Somewhat unfavorably,Very unfavorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,Female,45-60,"$50,000 - $99,999",Bachelor degree
3288585053,Yes,Yes,6.0,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,Female,18-29,"$50,000 - $99,999",Bachelor degree
3288584578,Yes,Yes,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Han,Male,30-44,"$50,000 - $99,999",Graduate degree
3288583884,Yes,No,4.0,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Greedo,Male,> 60,"$0 - $24,999",Graduate degree
3288583591,Yes,,,,,,,,,,,,,,,,,,,,,
3288581774,Yes,,,,,,,,,,,,,,,,,,,,,
3288580684,No,,,,,,,,,,,,,,,,,,,,,
3288580145,No,,,,,,,,,,,,,,,,,,Female,45-60,"$100,000 - $149,999",Bachelor degree
3288579719,No,,,,,,,,,,,,,,,,,,,,,
3288579445,No,,,,,,,,,,,,,,,,,,Male,45-60,"$150,000+",Bachelor degree
3288578983,Yes,No,5.0,,,,,,,,,,,,,,,don't understand,Female,45-60,,Graduate degree
3288578072,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,don't understand,Female,45-60,"$150,000+",Graduate degree
3288576462,Yes,Yes,4.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Han,Female,45-60,"$25,000 - $49,999",Some college or Associate degree
3288574703,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,Male,30-44,"$50,000 - $99,999",Graduate degree
3288571196,Yes,No,2.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Very unfavorably,Unfamiliar (N/A),Very favorably,don't understand,Female,30-44,"$0 - $24,999",Bachelor degree
3288568534,Yes,No,5.0,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),don't understand,Male,30-44,"$50,000 - $99,999",Some college or Associate degree
3288567242,Yes,No,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,don't understand,Female,18-29,"$100,000 - $149,999",Bachelor degree
3288567154,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,Male,> 60,"$50,000 - $99,999",Graduate degree
3288563970,No,,,,,,,,,,,,,,,,,,Female,45-60,"$50,000 - $99,999",Graduate degree
3288563342,No,,,,,,,,,,,,,,,,,,Female,30-44,"$100,000 - $149,999",Graduate degree
3288563065,Yes,No,4.0,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,don't understand,Male,45-60,"$0 - $24,999",Bachelor degree
3288559700,Yes,,,,,,,,,,,,,,,,,,,,,
3288559015,Yes,No,1.0,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),,Somewhat favorably,don't understand,Female,45-60,"$50,000 - $99,999",Graduate degree
3288558131,Yes,No,4.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,don't understand,Male,> 60,"$50,000 - $99,999",Graduate degree
3288557322,No,,,,,,,,,,,,,,,,,,Female,45-60,,Some college or Associate degree
3288553903,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Greedo,Male,30-44,"$25,000 - $49,999",High school degree
3288553457,Yes,,,,,,,,,,,,,,,,,,,,,
3288552984,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,don't understand,Female,> 60,"$25,000 - $49,999",Some college or Associate degree
3288551156,Yes,,,,,,,,,,,,,,,,,,,,,
3288549677,No,,,,,,,,,,,,,,,,,,Female,30-44,"$0 - $24,999",Graduate degree
3288547379,Yes,Yes,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Greedo,Male,> 60,"$25,000 - $49,999",Bachelor degree
3288545527,Yes,No,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Unfamiliar (N/A),Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,don't understand,Female,> 60,"$50,000 - $99,999",Graduate degree
3288544295,Yes,No,3.0,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,don't understand,Female,45-60,"$50,000 - $99,999",Bachelor degree
3288539645,No,,,,,,,,,,,,,,,,,,Male,> 60,"$150,000+",Graduate degree
3288538248,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Male,18-29,"$0 - $24,999",Some college or Associate degree
3288536532,Yes,Yes,4.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Greedo,Female,45-60,"$150,000+",Bachelor degree
3288534023,Yes,No,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,don't understand,Female,30-44,"$25,000 - $49,999",Graduate degree
3288532773,No,,,,,,,,,,,,,,,,,,Female,45-60,"$50,000 - $99,999",Bachelor degree
3288532255,No,,,,,,,,,,,,,,,,,,Male,45-60,"$50,000 - $99,999",Some college or Associate degree
3288526244,No,,,,,,,,,,,,,,,,,,Female,18-29,,Bachelor degree
3288524042,Yes,Yes,4.0,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,,Neither favorably nor unfavorably (neutral),Somewhat favorably,don't understand,Male,> 60,"$25,000 - $49,999",Some college or Associate degree
3288523874,Yes,Yes,6.0,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,Male,18-29,"$100,000 - $149,999",Graduate degree
3288522525,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Female,45-60,"$150,000+",Some college or Associate degree
3288522488,Yes,Yes,5.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very favorably,Han,Female,18-29,"$50,000 - $99,999",Graduate degree
3288521325,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Somewhat favorably,Han,Male,30-44,"$150,000+",Bachelor degree
3288519037,Yes,No,1.0,Very favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,don't understand,Female,> 60,"$150,000+",Graduate degree
3288516295,Yes,No,3.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,don't understand,Female,> 60,"$100,000 - $149,999",Graduate degree
3288515773,Yes,Yes,4.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Female,45-60,"$150,000+",Bachelor degree
3288514217,Yes,No,4.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),don't understand,Female,18-29,"$50,000 - $99,999",Graduate degree
3288513045,No,,,,,,,,,,,,,,,,,,,,,
3288512822,Yes,Yes,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,,,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,Female,45-60,,Graduate degree
3288512665,Yes,Yes,6.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Female,18-29,,Bachelor degree
3288512020,Yes,,,,,,,,,,,,,,,,,,,,,
3288511686,No,,,,,,,,,,,,,,,,,,Female,30-44,"$100,000 - $149,999",Graduate degree
3288511180,Yes,No,1.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,don't understand,Female,45-60,"$100,000 - $149,999",Some college or Associate degree
3288509415,Yes,Yes,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,Female,45-60,,Bachelor degree
3288506275,Yes,Yes,5.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Male,45-60,"$150,000+",Graduate degree
3288505925,Yes,Yes,4.0,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Female,18-29,"$50,000 - $99,999",Some college or Associate degree
3288505737,Yes,Yes,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Han,Male,18-29,"$50,000 - $99,999",Bachelor degree
3288505216,No,,,,,,,,,,,,,,,,,,Female,> 60,,Graduate degree
3288505151,No,,,,,,,,,,,,,,,,,,Female,45-60,"$50,000 - $99,999",High school degree
3288504398,Yes,No,1.0,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),don't understand,Male,45-60,"$50,000 - $99,999",High school degree
3288502884,Yes,No,4.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),don't understand,Female,18-29,"$25,000 - $49,999",Graduate degree
3288501301,Yes,Yes,3.0,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very unfavorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,don't understand,Female,18-29,"$0 - $24,999",Graduate degree
